MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,Target
1,1,1,171,1,1,151.0,41,3,3,2,5,161.9,1,0,0,1,0,1,19,1,13.9,-0.3,0.79,0,2,0,0,19,0,0.0,264.1,0.79,-0.0,10.900000000000006,3.0,3.5,0
1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,1,0,0,1,0,0,22,1,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,305.8,0.79,-0.0,-0.7000000000000028,28.5,9.0,0
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,23,1,12.4,0.5,1.79,1,2,0,0,23,23,1.79,285.2,1.79,0.5,-2.5,1.0,5.0,0
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20,0,12.7,3.7,-1.7,2,3,0,0,20,40,-1.7,254.0,-0.0,3.7,-3.4000000000000057,1.0,4.5,1
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,44,0,13.9,-0.3,0.79,1,1,0,0,0,44,0.0,611.6,0.0,-0.0,-29.599999999999994,37.0,9.5,1
4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,0,0,0,1,1,0,49,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,759.5,-4.06,0.0,-23.099999999999994,37.0,9.0,0
2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,46,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,349.59999999999997,0.32,0.0,28.19999999999999,37.0,9.0,0
1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,41,0,12.4,0.5,1.79,1,2,0,0,0,41,0.0,508.40000000000003,0.0,0.0,17.69999999999999,37.0,5.0,1
1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,250.20000000000002,0.79,-0.0,-4.199999999999989,28.5,8.5,0
3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,43,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,404.2,-3.12,-0.0,50.0,19.0,5.5,0
4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,0,0,1,0,1,0,70,0,10.8,1.4,1.74,2,2,0,0,0,140,1.74,756.0,0.0,1.4,-16.69999999999999,37.0,8.0,1
4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,0,0,0,1,1,0,48,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,744.0,-4.06,0.0,-32.19999999999999,37.5,6.5,1
2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,0,0,0,1,1,0,41,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,635.5,-4.06,0.0,2.9000000000000057,37.0,8.0,0
1,39,1,33,1,1,100.0,41,38,37,9,8,100.0,0,0,1,0,1,0,35,1,16.2,0.3,-0.92,2,2,0,0,0,70,-0.92,567.0,-0.0,0.3,0.0,37.5,8.5,1
2,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,1,0,0,1,1,0,44,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,475.20000000000005,1.74,0.0,23.900000000000006,1.5,5.5,0
1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,18,0,13.9,-0.3,0.79,1,2,0,0,0,18,0.79,250.20000000000002,0.79,-0.3,9.099999999999994,2.0,5.0,1
2,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,1,0,0,1,1,0,45,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,342.0,0.32,0.0,-2.0999999999999943,37.0,0.0,0
1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,1,0,0,1,1,0,22,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,272.8,1.79,0.0,0.0,19.5,5.0,0
1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,0,0,0,1,1,0,39,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,542.1,0.79,-0.0,6.5,37.5,6.0,1
2,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,0,0,0,1,1,0,49,0,8.9,1.4,3.51,0,0,0,0,0,0,0.0,436.1,3.51,0.0,-5.099999999999994,28.0,6.0,1
1,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,1,0,0,1,1,0,43,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,477.3,2.02,0.0,0.0,5.0,2.0,1
2,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,1,0,0,1,1,0,32,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,243.2,0.32,0.0,13.199999999999989,37.0,9.0,1
1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,0,0,0,1,1,0,47,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,507.6,1.74,0.0,24.299999999999997,37.0,9.0,0
5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,0,0,0,1,1,1,37,0,16.2,0.3,-0.92,0,1,0,0,37,0,-0.0,599.4,-0.92,0.0,18.099999999999994,37.0,9.0,1
2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,0,0,0,1,1,0,41,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,442.8,1.74,0.0,11.200000000000017,10.0,6.0,0
2,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,0,0,0,1,1,0,60,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,930.0,-4.06,0.0,-10.0,37.0,7.5,0
2,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,0,0,0,1,1,0,47,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,507.6,1.74,0.0,28.30000000000001,10.0,9.0,0
1,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,0,0,1,0,1,0,50,0,12.4,0.5,1.79,2,2,0,0,0,100,1.79,620.0,0.0,0.5,-37.099999999999994,24.0,8.0,1
2,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,1,0,0,1,1,0,45,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,342.0,0.32,0.0,-11.399999999999991,38.0,90.0,1
1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,0,0,1,0,1,0,45,0,15.5,2.8,-4.06,2,2,0,0,0,90,-4.06,697.5,-0.0,2.8,60.0,37.0,8.5,1
2,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,0,0,0,1,1,0,33,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,250.79999999999998,0.32,0.0,-22.799999999999997,37.0,90.0,0
1,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,0,0,0,1,1,0,18,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,194.4,1.74,0.0,-14.0,3.0,2.0,0
2,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,0,0,0,1,1,0,43,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,404.2,-3.12,-0.0,30.0,37.0,6.0,0
1,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,0,0,0,1,1,0,44,0,12.7,3.7,-1.7,0,0,0,0,0,0,-0.0,558.8,-1.7,0.0,-61.0,28.0,7.0,0
1,39,1,9130,1,9,133.1,1,34,36,0,90,107.5,0,0,0,1,1,0,29,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,220.39999999999998,0.32,0.0,-25.599999999999994,35.0,45.0,1
4,39,1,9670,1,1,140.0,1,2,1,3,9,170.0,0,0,1,0,1,0,53,0,12.7,3.7,-1.7,2,2,0,0,0,106,-1.7,673.0999999999999,-0.0,3.7,30.0,1.5,6.0,1
1,43,1,33,1,19,133.1,1,38,38,4,4,140.0,0,0,1,1,1,0,35,0,16.2,0.3,-0.92,1,1,0,0,0,35,-0.92,567.0,-0.92,0.3,6.900000000000006,38.0,4.0,1
1,1,1,171,1,1,156.0,1,19,38,9,5,170.0,1,0,0,1,1,0,22,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,167.2,0.32,0.0,14.0,28.5,7.0,0
1,39,1,8014,0,1,140.0,1,37,37,90,5,115.5,0,0,0,0,1,0,33,0,10.8,1.4,1.74,1,1,0,0,0,33,0.0,356.40000000000003,0.0,0.0,-24.5,37.0,47.5,1
1,7,3,9130,1,3,130.0,1,37,26,90,10,130.0,0,0,0,0,1,0,41,0,10.8,1.4,1.74,1,1,0,0,0,41,0.0,442.8,0.0,0.0,0.0,31.5,50.0,1
4,7,1,9500,1,3,140.0,1,37,38,9,7,140.0,0,0,0,1,1,0,51,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,708.9,0.79,-0.0,0.0,37.5,8.0,0
1,51,1,9670,1,1,140.0,1,12,5,3,3,126.6,0,0,0,1,1,0,19,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,210.9,2.02,0.0,-13.400000000000006,8.5,3.0,0
1,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,0,0,0,1,1,0,35,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,388.5,2.02,0.0,10.099999999999994,37.0,9.0,1
1,1,2,171,1,1,131.0,41,19,1,4,7,131.4,1,0,0,1,1,0,20,1,7.6,2.6,0.32,0,1,0,0,0,0,0.0,152.0,0.32,0.0,0.4000000000000057,10.0,5.5,0
1,1,1,9773,1,1,120.0,1,19,37,9,9,118.3,0,0,1,0,1,1,18,0,13.9,-0.3,0.79,2,3,0,0,18,36,0.79,250.20000000000002,0.0,-0.3,-1.7000000000000028,28.0,9.0,1
1,44,1,9003,1,39,140.0,1,2,1,4,6,140.0,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,291.90000000000003,0.79,-0.0,0.0,1.5,5.0,0
1,1,1,9254,1,1,132.0,1,1,19,6,6,124.7,1,0,0,1,1,0,21,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,291.90000000000003,0.79,-0.0,-7.299999999999997,10.0,6.0,0
2,39,2,9147,1,1,130.0,1,19,37,4,7,140.0,0,0,0,1,1,0,34,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,319.6,-3.12,-0.0,10.0,28.0,5.5,0
4,39,1,9130,1,1,140.0,1,37,37,6,7,150.0,1,0,0,1,1,0,34,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,550.8,-0.92,0.0,10.0,37.0,6.5,1
1,17,2,9670,1,1,110.0,1,3,3,4,10,115.6,1,0,0,1,1,0,21,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,233.1,2.02,0.0,5.599999999999994,3.0,7.0,0
1,17,2,9254,1,1,130.0,1,37,37,5,7,123.4,1,0,0,1,1,0,30,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,228.0,0.32,0.0,-6.599999999999994,37.0,6.0,1
1,51,1,9773,1,1,158.0,1,1,19,8,8,117.1,1,0,0,1,1,0,20,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,178.0,3.51,0.0,-40.900000000000006,10.0,8.0,1
1,1,1,9070,1,1,124.0,1,19,19,9,7,113.9,1,0,0,1,1,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-10.099999999999994,19.0,8.0,1
1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,0,0,0,1,1,0,19,0,8.9,1.4,3.51,0,0,0,0,0,0,0.0,169.1,3.51,0.0,-7.300000000000011,3.0,2.0,0
1,17,3,9500,1,1,142.0,1,3,3,3,3,132.9,1,0,0,1,1,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-9.099999999999994,3.0,3.0,1
1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,0,0,0,1,1,0,27,0,12.7,3.7,-1.7,0,0,0,0,0,0,-0.0,342.9,-1.7,0.0,-27.0,10.0,6.0,1
1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,52,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,488.8,-3.12,-0.0,9.800000000000011,1.0,9.0,0
2,43,1,9003,1,1,149.0,1,1,1,4,5,156.1,1,0,0,0,1,0,29,0,15.5,2.8,-4.06,1,2,0,0,0,29,-0.0,449.5,-0.0,0.0,7.099999999999994,1.0,4.5,1
1,51,1,9003,1,39,130.0,1,1,19,4,4,120.0,1,0,1,0,1,0,22,0,8.9,1.4,3.51,2,3,0,0,0,44,3.51,195.8,0.0,1.4,-10.0,10.0,4.0,1
1,43,1,9085,1,1,110.0,25,38,38,9,6,117.2,1,0,0,1,1,0,28,1,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,434.0,-4.06,0.0,7.200000000000003,38.0,7.5,0
1,39,1,9670,1,6,133.1,1,1,1,90,3,107.0,1,0,0,1,1,0,30,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,228.0,0.32,0.0,-26.099999999999994,1.0,46.5,1
1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,291.59999999999997,-0.92,0.0,-5.599999999999994,1.0,4.0,0
1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,197.4,-3.12,-0.0,-6.599999999999994,37.5,5.0,0
1,1,1,9070,1,1,141.0,1,37,37,9,9,126.7,1,0,1,1,0,1,20,0,12.7,3.7,-1.7,1,3,0,0,20,20,-1.7,254.0,-1.7,3.7,-14.299999999999997,37.0,9.0,0
1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,21,0,9.4,-0.8,-3.12,0,2,0,0,21,0,-0.0,197.4,-3.12,-0.0,0.0,37.0,3.0,0
2,39,1,9991,0,19,133.1,1,19,37,7,9,137.2,0,0,1,0,0,0,32,0,10.8,1.4,1.74,2,2,0,0,0,64,1.74,345.6,0.0,1.4,4.099999999999994,28.0,8.0,1
1,1,3,9070,1,1,122.0,1,37,37,9,9,125.9,1,0,0,1,1,1,20,0,12.4,0.5,1.79,0,2,0,0,20,0,0.0,248.0,1.79,0.0,3.9000000000000057,37.0,9.0,0
1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,1,0,1,0,1,0,19,0,15.5,2.8,-4.06,2,3,0,0,0,38,-4.06,294.5,-0.0,2.8,6.0,10.0,4.5,1
1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,0,0,1,0,1,0,18,1,8.9,1.4,3.51,2,2,0,0,0,36,3.51,160.20000000000002,0.0,1.4,-4.900000000000006,1.0,7.0,1
1,43,1,9991,0,1,130.0,1,37,2,9,4,126.5,1,0,0,0,1,0,23,0,7.6,2.6,0.32,1,2,0,0,0,23,0.0,174.79999999999998,0.0,0.0,-3.5,19.5,6.5,1
1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,20,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,248.0,1.79,0.0,1.4000000000000057,1.0,3.0,0
2,43,2,9147,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,46,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,432.40000000000003,-3.12,-0.0,-24.099999999999994,37.0,9.0,0
1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,0,0,0,1,1,0,27,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,418.5,-4.06,0.0,-25.0,3.0,2.0,0
2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,1,0,0,1,1,0,41,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,385.40000000000003,-3.12,-0.0,20.0,37.0,9.0,0
2,44,1,8014,0,39,150.0,1,1,1,5,5,154.0,0,0,0,1,1,0,37,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,458.8,1.79,0.0,4.0,1.0,5.0,0
1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,0,0,0,1,0,0,26,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,322.40000000000003,1.79,0.0,-33.099999999999994,19.0,2.5,0
2,39,1,8014,0,1,133.1,1,37,37,9,7,162.5,0,0,0,1,1,0,54,0,8.9,1.4,3.51,0,0,0,0,0,0,0.0,480.6,3.51,0.0,29.400000000000006,37.0,8.0,0
1,17,5,9670,1,1,132.0,1,19,19,5,5,134.1,1,0,0,1,1,0,21,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,226.8,1.74,0.0,2.0999999999999943,19.0,5.0,0
1,1,1,9085,1,1,134.0,1,1,1,9,9,133.0,1,0,0,1,0,1,20,0,11.1,0.6,2.02,0,2,0,0,20,0,0.0,222.0,2.02,0.0,-1.0,1.0,9.0,0
1,17,6,9773,1,1,126.0,1,1,19,5,5,119.0,1,0,0,1,0,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-7.0,10.0,5.0,1
1,1,2,9238,1,1,129.0,1,38,1,4,10,129.4,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,0.4000000000000057,19.5,7.0,0
1,44,1,9085,1,39,140.0,1,1,1,4,7,140.0,1,0,1,1,0,0,22,0,13.9,-0.3,0.79,1,2,0,0,0,22,0.79,305.8,0.79,-0.3,0.0,1.0,5.5,1
1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,0,0,0,1,0,0,19,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,235.6,1.79,0.0,0.0,1.5,4.0,0
1,1,1,171,1,1,148.0,1,3,2,4,2,131.6,1,0,0,1,0,0,21,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,186.9,3.51,0.0,-16.400000000000006,2.5,3.0,1
1,17,3,9773,1,1,123.0,1,1,19,5,5,117.4,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,0,2,0,0,18,0,-0.0,291.59999999999997,-0.92,0.0,-5.599999999999994,10.0,5.0,0
1,17,1,9773,1,1,150.0,1,38,38,7,7,137.8,1,0,0,1,0,1,18,0,8.9,1.4,3.51,0,2,0,0,18,0,0.0,160.20000000000002,3.51,0.0,-12.199999999999989,38.0,7.0,0
1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,1,0,1,1,0,0,20,0,15.5,2.8,-4.06,1,2,0,0,0,20,-4.06,310.0,-4.06,2.8,-6.299999999999997,1.0,4.5,1
1,1,1,9500,1,1,152.0,1,19,37,3,8,156.9,0,0,0,1,0,1,18,0,15.5,2.8,-4.06,0,1,0,0,18,0,-0.0,279.0,-4.06,0.0,4.900000000000006,28.0,5.5,0
1,1,2,9773,1,1,130.0,1,1,34,9,9,124.8,1,0,0,1,0,1,20,0,12.4,0.5,1.79,0,2,0,0,20,0,0.0,248.0,1.79,0.0,-5.200000000000003,17.5,9.0,0
1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,19,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,210.9,2.02,0.0,-5.900000000000006,1.0,1.0,0
1,1,1,9070,1,1,153.0,1,3,3,1,2,146.7,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,0,1,0,0,0,0,-0.0,228.6,-1.7,0.0,-6.300000000000011,3.0,1.5,0
1,1,1,9500,1,1,148.0,1,3,1,4,5,132.8,0,0,0,1,0,0,18,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,194.4,1.74,0.0,-15.199999999999989,2.0,4.5,0
1,5,3,9085,1,1,143.0,1,37,37,0,90,159.1,0,0,1,1,0,1,18,0,7.6,2.6,0.32,1,2,0,0,18,18,0.32,136.79999999999998,0.32,2.6,16.099999999999994,37.0,45.0,1
1,17,3,171,1,1,147.0,1,19,1,5,4,137.6,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,0,2,0,0,20,0,-0.0,254.0,-1.7,0.0,-9.400000000000006,10.0,4.5,0
1,17,1,9773,1,1,138.0,1,1,19,9,9,124.0,0,0,0,1,0,1,19,0,11.1,0.6,2.02,0,1,0,0,19,0,0.0,210.9,2.02,0.0,-14.0,10.0,9.0,0
1,39,1,9500,1,1,120.0,1,3,3,2,2,149.0,0,0,0,0,1,0,36,0,15.5,2.8,-4.06,1,1,0,0,0,36,-0.0,558.0,-0.0,0.0,29.0,3.0,2.0,1
1,17,1,9238,1,1,145.0,1,1,40,9,2,129.6,0,0,0,1,0,1,19,0,11.1,0.6,2.02,0,1,0,0,19,0,0.0,210.9,2.02,0.0,-15.400000000000006,20.5,5.5,0
1,17,3,9238,1,1,118.0,1,3,1,2,5,110.0,1,0,0,1,0,0,18,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,160.20000000000002,3.51,0.0,-8.0,2.0,3.5,0
1,1,3,9773,1,1,121.0,1,19,19,3,3,116.1,0,0,0,1,0,1,18,0,12.4,0.5,1.79,0,1,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-4.900000000000006,19.0,3.0,0
1,1,3,9773,1,1,135.0,1,38,38,5,8,133.3,1,0,0,1,0,1,18,0,8.9,1.4,3.51,0,2,0,0,18,0,0.0,160.20000000000002,3.51,0.0,-1.6999999999999886,38.0,6.5,0
1,44,1,9070,1,1,140.0,1,1,1,9,8,144.3,1,0,0,1,0,0,19,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,4.300000000000011,1.0,8.5,0
1,18,3,9500,1,1,145.0,1,1,1,4,8,133.6,1,0,0,1,0,0,18,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-11.400000000000006,1.0,6.0,0
1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,19,0,8.9,1.4,3.51,0,2,0,0,19,0,0.0,169.1,3.51,0.0,-9.799999999999997,19.0,9.0,0
1,1,2,9238,1,1,117.0,1,19,1,9,8,110.0,1,0,1,0,0,0,18,0,11.1,0.6,2.02,2,3,0,0,0,36,2.02,199.79999999999998,0.0,0.6,-7.0,10.0,8.5,1
1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,19,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,169.1,3.51,0.0,-7.0,19.0,5.0,0
1,1,1,9773,1,1,141.0,1,38,38,9,9,128.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-12.599999999999994,38.0,9.0,0
1,1,3,9853,1,1,122.0,1,1,3,5,3,113.6,0,0,0,1,0,0,19,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,210.9,2.02,0.0,-8.400000000000006,2.0,4.0,0
1,17,3,9070,1,1,142.0,1,1,38,3,5,146.9,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,0,2,0,0,18,0,-0.0,291.59999999999997,-0.92,0.0,4.900000000000006,19.5,4.0,0
1,1,4,9773,1,1,143.0,1,1,3,4,7,129.7,1,0,0,1,0,0,20,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,178.0,3.51,0.0,-13.300000000000011,2.0,5.5,1
1,1,1,9238,1,1,115.0,1,1,1,9,4,109.1,1,0,1,0,0,1,22,0,12.4,0.5,1.79,2,4,0,0,22,44,1.79,272.8,0.0,0.5,-5.900000000000006,1.0,6.5,1
1,17,2,9853,1,1,112.0,1,19,38,5,7,107.1,1,0,0,1,0,1,18,0,11.1,0.6,2.02,0,2,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-4.900000000000006,28.5,6.0,0
1,17,1,9500,1,1,135.0,1,19,38,9,9,129.2,0,0,0,1,0,1,18,0,11.1,0.6,2.02,0,1,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-5.800000000000011,28.5,9.0,0
1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-7.900000000000006,3.5,3.0,0
1,1,1,9853,1,1,143.0,1,19,3,4,4,147.2,0,0,0,1,0,0,18,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,199.79999999999998,2.02,0.0,4.199999999999989,11.0,4.0,0
1,16,1,9070,1,1,125.0,1,1,1,4,4,120.8,1,0,0,1,0,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-4.200000000000003,1.0,4.0,0
1,1,1,8014,0,1,123.0,1,34,37,9,90,121.3,1,0,0,1,0,0,25,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,190.0,0.32,0.0,-1.7000000000000028,35.5,49.5,0
1,1,1,9147,1,1,142.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,0,2,0,0,18,0,0.0,250.20000000000002,0.79,-0.0,-15.0,19.0,9.0,0
1,1,3,171,1,1,147.0,1,12,19,9,3,151.6,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,264.1,0.79,-0.0,4.599999999999994,15.5,6.0,0
1,1,2,9238,1,1,133.1,1,19,19,9,9,106.0,1,0,0,1,0,1,20,0,12.4,0.5,1.79,0,2,0,0,20,0,0.0,248.0,1.79,0.0,-27.099999999999994,19.0,9.0,0
1,18,4,9773,1,1,114.0,1,1,1,9,9,111.6,1,0,0,1,0,1,21,0,11.1,0.6,2.02,0,2,0,0,21,0,0.0,233.1,2.02,0.0,-2.4000000000000057,1.0,9.0,0
1,17,3,9670,1,1,125.0,1,1,3,4,3,117.3,1,0,0,1,0,0,18,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,160.20000000000002,3.51,0.0,-7.700000000000003,2.0,3.5,0
1,17,1,9853,1,1,127.0,1,1,1,5,7,121.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-5.599999999999994,1.0,6.0,1
1,1,3,9070,1,1,132.0,1,1,3,9,7,126.1,1,0,0,1,0,1,18,0,11.1,0.6,2.02,0,2,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-5.900000000000006,2.0,8.0,0
1,1,4,9500,1,1,148.0,1,19,19,4,5,137.0,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,-11.0,19.0,4.5,0
1,43,1,9670,1,1,139.0,1,3,19,3,5,120.8,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,294.5,-4.06,0.0,-18.200000000000003,11.0,4.0,1
1,17,1,9254,1,1,136.0,1,39,3,3,3,128.7,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,278.0,0.79,-0.0,-7.300000000000011,21.0,3.0,1
1,39,1,9238,1,9,133.1,1,34,34,0,0,118.0,0,0,0,1,0,0,47,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,357.2,0.32,0.0,-15.099999999999994,34.0,0.0,1
2,39,1,9130,1,1,130.0,1,37,37,9,6,160.0,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,502.2,-0.92,0.0,30.0,37.0,7.5,1
