MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,s1_credited,s1_enrolled,s1_eval,s1_approved,s1_grade,s1_wo_eval,s2_credited,s2_enrolled,s2_eval,s2_approved,s2_grade,s2_wo_eval,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,s1_approval_rate,s1_eval_rate,s1_credit_rate,s1_pass_efficiency,s1_eval_gap,s1_failed,low_grade_flag_s1,zero_grade_s1,s2_approval_rate,s2_eval_rate,s2_credit_rate,s2_pass_efficiency,s2_eval_gap,s2_failed,s1_to_s2_grade_delta,s1_to_s2_approved_delta,avg_grade,cum_approved,cum_failed,low_grade_flag_s2,zero_grade_s2,momentum_score,cum_efficiency,grade_per_approved,eval_participation_gap,Target
6,39,1,9500,1,1,133.1,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,0,0,7,7,0,0,-0.0,583.1999999999999,-0.92,0.0,-23.099999999999994,37.0,9.0,0.5714285714285714,1.7142857142857142,0.0,0.3333333333333333,-5,3,0,0,0.42857142857142855,2.0,0.0,0.21428571428571427,-7,4,0.8333333333333339,-1,11.916666666666668,7,7,0,0,1.833333333333334,0.5,1.7023809523809526,-12,1
1,16,1,9085,1,1,140.0,1,1,1,9,9,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,0,1,2,2,0,0,-0.0,228.6,-1.7,0.0,-12.900000000000006,1.0,9.0,0.8,1.6,0.0,0.5,-3,1,0,0,0.8,2.0,0.0,0.4,-5,1,-2.75,0,11.875,8,2,0,0,-2.75,0.8,1.484375,-8,0
1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,0,1,2,2,0,0,0.0,235.6,1.79,0.0,-24.599999999999994,19.0,5.0,1.0,1.2857142857142858,0.0,0.7777777777777778,-2,0,0,0,0.75,1.5,0.0,0.5,-4,2,-0.7062499999999989,-1,12.253125,13,2,0,0,0.29375000000000107,0.8666666666666667,0.942548076923077,-6,0
1,53,1,9085,1,42,140.0,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,2,2,6,6,0,42,3.51,186.9,0.0,1.4,-1.8000000000000114,28.5,9.0,0.8,1.5,0.7,0.5333333333333333,-5,2,0,0,0.5555555555555556,1.8888888888888888,0.4444444444444444,0.29411764705882354,-8,4,-0.5500000000000007,-3,13.475,13,6,0,0,2.4499999999999993,0.6842105263157895,1.0365384615384614,-13,1
1,1,1,9238,1,1,135.0,1,19,19,9,9,124.5,0,0,0,1,0,1,18,0,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,0,1,1,1,18,0,-0.0,291.59999999999997,-0.92,0.0,-10.5,19.0,9.0,0.8333333333333334,1.8333333333333333,0.0,0.45454545454545453,-5,1,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,1.1428571428571441,1,11.714285714285715,11,1,0,0,0.14285714285714413,0.9166666666666666,1.064935064935065,-7,0
1,17,1,9147,1,1,140.0,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,0,1,8,8,0,0,0.0,152.0,0.32,0.0,-7.699999999999989,37.0,8.0,0.2,1.8,0.0,0.1111111111111111,-4,4,0,0,0.2,2.0,0.0,0.1,-5,4,1.0,0,10.5,2,8,0,0,1.0,0.2,5.25,-9,1
1,17,1,9254,1,1,128.0,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,1,2,2,2,0,18,0.79,250.20000000000002,0.79,-0.3,-7.299999999999997,10.0,6.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,0.6666666666666666,1.6666666666666667,0.0,0.4,-4,2,-0.16666666666666607,-2,11.583333333333332,10,2,0,0,1.833333333333334,0.8333333333333334,1.1583333333333332,-6,0
1,1,1,9670,1,1,141.0,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,0,1,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-8.400000000000006,10.0,4.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-0.8571428571428577,0,13.571428571428571,12,0,0,0,-0.8571428571428577,1.0,1.130952380952381,-3,0
1,7,2,9130,1,3,140.0,1,34,34,0,0,140.0,0,0,0,1,0,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0,0,12,10,0,0,0.0,270.0,1.74,0.0,0.0,34.0,0.0,0.0,1.8,0.0,0.0,-4,5,0,1,0.0,1.8,0.0,0.0,-4,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,-8,1
1,1,6,9500,1,1,139.0,1,1,1,4,4,124.5,1,0,0,1,0,0,19,0,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,0,1,2,2,0,0,0.0,205.20000000000002,1.74,0.0,-14.5,1.0,4.0,0.875,1.125,0.0,0.7777777777777778,-1,1,0,0,0.875,1.125,0.0,0.7777777777777778,-1,1,0.0,0,12.04142857142857,14,2,0,0,0.0,0.875,0.8601020408163265,-2,0
1,1,1,171,1,1,142.0,1,19,19,7,7,142.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,2,2,0,18,0,0.0,250.20000000000002,0.79,-0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,0
1,7,1,9254,1,40,130.0,1,1,1,3,6,130.0,0,0,0,1,0,0,39,0,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,542.1,0.79,-0.0,0.0,1.0,4.5,1.0,1.0769230769230769,0.9230769230769231,0.9285714285714286,-1,0,0,0,1.0,1.3333333333333333,0.75,0.75,-4,0,0.8141025641025639,-1,14.176282051282051,25,0,0,0,1.8141025641025639,1.0,0.5670512820512821,-5,0
2,39,1,9003,1,1,130.0,1,38,37,9,9,144.0,0,0,0,1,0,0,29,0,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,449.5,-4.06,0.0,14.0,37.5,9.0,1.0,1.1111111111111112,0.7222222222222222,0.9,-2,0,0,0,1.0,1.0,0.8461538461538461,1.0,0,0,-0.13675213675213627,-5,15.376068376068377,31,0,0,0,4.863247863247864,1.0,0.49600220567962505,-2,0
1,7,1,9070,1,3,140.0,1,37,2,9,3,140.0,0,0,0,0,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,1,1,8,7,0,23,0.0,248.4,0.0,0.0,0.0,19.5,6.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0,1,0,0,0.0,0.0,0.0,0.0,6,6,-10.0,-2,5.0,2,7,0,1,-8.0,0.2222222222222222,2.5,6,1
1,42,1,9853,1,1,120.0,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,0,1,5,5,0,0,-0.0,266.7,-1.7,0.0,-6.099999999999994,19.0,5.0,0.6666666666666666,1.3333333333333333,0.0,0.5,-2,2,0,0,0.5,2.1666666666666665,0.0,0.23076923076923078,-7,3,-1.916666666666666,-1,11.291666666666668,7,5,0,0,-0.9166666666666661,0.5833333333333334,1.6130952380952384,-9,1
1,1,1,9238,1,1,147.0,1,1,19,4,4,137.2,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,1,1,0,0,0,18,0.0,194.4,0.0,0.0,-9.800000000000011,10.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.6666666666666661,0,14.833333333333332,12,0,0,0,0.6666666666666661,1.0,1.236111111111111,0,0
1,7,1,9085,1,40,140.0,1,1,19,5,5,140.0,1,0,0,1,0,0,23,0,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,285.2,1.79,0.0,0.0,10.0,5.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,0.8035714285714288,0,15.973214285714285,12,0,0,0,0.8035714285714288,1.0,1.3311011904761905,-3,0
1,1,1,9130,1,1,161.0,1,1,19,4,4,152.3,0,0,0,1,0,0,18,0,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-8.699999999999989,10.0,4.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-0.8571428571428577,0,15.142857142857142,12,0,0,0,-0.8571428571428577,1.0,1.2619047619047619,-2,0
2,39,1,8014,0,19,133.1,1,37,37,4,8,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,0,0,1,1,0,0,-0.0,300.8,-3.12,-0.0,-20.599999999999994,37.0,6.0,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-1.6333333333333346,1,12.983333333333334,11,1,0,0,-2.6333333333333346,0.9166666666666666,1.1803030303030304,-3,0
2,39,2,9147,1,1,150.0,1,19,37,9,7,101.0,0,0,1,0,0,0,29,0,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,2,2,5,5,0,58,1.74,313.20000000000005,0.0,1.4,-49.0,28.0,8.0,0.6,1.6,0.0,0.375,-3,2,0,0,0.4,2.8,0.0,0.14285714285714285,-9,3,4.133333333333335,-1,12.733333333333334,5,5,0,0,5.133333333333335,0.5,2.546666666666667,-12,1
1,1,6,9238,1,1,113.0,1,1,38,194,163,112.3,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,1,3,3,3,20,20,3.51,178.0,3.51,1.4,-0.7000000000000028,19.5,178.5,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,0,0,0.6666666666666666,1.3333333333333333,0.0,0.5,-2,2,0.15000000000000036,-1,11.675,9,3,0,0,1.1500000000000004,0.75,1.2972222222222223,-4,0
1,39,1,9238,1,1,140.0,1,34,34,0,0,114.0,1,0,0,0,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,1,2,12,11,0,28,-0.0,263.2,-0.0,-0.0,-26.0,34.0,0.0,0.16666666666666666,1.8333333333333333,0.0,0.09090909090909091,-5,5,0,0,0.0,2.0,0.0,0.0,-6,6,-13.0,-1,6.5,1,11,0,1,-12.0,0.08333333333333333,6.5,-11,1
1,7,1,9147,1,3,130.0,1,38,38,1,9,130.0,0,0,0,1,0,0,27,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,0,0,3,3,0,0,0.0,291.6,1.74,0.0,0.0,38.0,5.0,0.6,1.8,0.0,0.3333333333333333,-4,2,0,0,0.8,2.2,0.0,0.36363636363636365,-6,1,1.625,1,12.8125,7,3,0,0,0.625,0.7,1.8303571428571428,-10,0
1,43,2,9500,1,1,120.0,1,37,34,90,0,121.5,0,0,1,1,0,0,22,0,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,1,1,4,4,0,22,0.32,167.2,0.32,2.6,1.5,35.5,45.0,0.8571428571428571,1.0,0.7857142857142857,0.8571428571428571,0,2,0,0,0.8571428571428571,1.0,0.7857142857142857,0.8571428571428571,0,2,0.0,0,12.333333333333334,24,4,0,0,0.0,0.8571428571428571,0.513888888888889,0,0
1,7,1,8014,0,3,130.0,1,37,38,0,5,130.0,0,0,0,0,0,0,28,0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1,1,12,11,0,28,-0.0,355.59999999999997,-0.0,0.0,0.0,37.5,2.5,0.16666666666666666,2.0,0.0,0.08333333333333333,-6,5,0,0,0.0,0.0,0.0,0.0,6,6,-11.0,-1,5.5,1,11,0,1,-10.0,0.08333333333333333,5.5,0,1
2,39,1,9003,1,1,120.0,1,37,37,9,9,125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,2,2,4,4,0,86,3.51,382.7,0.0,1.4,5.700000000000003,37.0,9.0,0.6666666666666666,1.6666666666666667,0.0,0.4,-4,2,0,0,0.6666666666666666,2.1666666666666665,0.0,0.3076923076923077,-7,2,-1.75,0,11.375,8,4,0,0,-1.75,0.6666666666666666,1.421875,-11,1
1,43,1,9556,1,1,140.0,1,37,37,9,9,128.0,1,0,0,0,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,1,2,17,15,0,32,0.0,345.6,0.0,0.0,-12.0,37.0,9.0,0.0,1.0,0.0,0.0,0,7,0,1,0.0,1.0,0.0,0.0,0,8,0.0,0,0.0,0,15,0,1,0.0,0.0,0.0,0,1
4,39,1,9500,1,19,133.1,1,38,1,9,4,120.0,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,0,1,0,0,35,0,-0.0,329.0,-3.12,-0.0,-13.099999999999994,19.5,6.5,1.0,1.125,0.0,0.8888888888888888,-1,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,0.0,0,13.63,16,0,0,0,0.0,1.0,0.851875,-2,0
1,1,1,9670,1,1,130.0,1,37,37,0,0,117.8,1,0,0,1,0,0,21,0,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,0,1,3,3,0,0,0.0,159.6,0.32,0.0,-12.200000000000003,37.0,0.0,0.6,1.6,0.0,0.375,-3,2,0,0,0.8,1.4,0.0,0.5714285714285714,-2,1,-1.5,1,12.25,7,3,0,0,-2.5,0.7,1.75,-5,0
1,1,1,9500,1,1,176.0,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,0,1,0,0,18,0,-0.0,291.59999999999997,-0.92,0.0,-6.300000000000011,20.5,5.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,-0.5222222222222186,1,16.63888888888889,15,0,0,0,-1.5222222222222186,1.0,1.1092592592592594,-1,0
1,17,4,9238,1,1,124.0,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,0,1,3,3,0,0,-0.0,291.59999999999997,-0.92,0.0,-6.299999999999997,19.0,6.5,0.8333333333333334,1.6666666666666667,0.0,0.5,-4,1,0,0,0.6666666666666666,1.8333333333333333,0.0,0.36363636363636365,-5,2,0.0,-1,12.0,9,3,0,0,1.0,0.75,1.3333333333333333,-9,0
1,44,1,8014,0,39,120.0,1,19,37,7,6,121.8,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,272.8,1.79,0.0,1.7999999999999972,28.0,6.5,1.0,1.0,0.5,1.0,0,0,0,0,1.0,1.1666666666666667,0.3333333333333333,0.8571428571428571,-1,0,0.7857142857142865,0,12.892857142857142,12,0,0,0,0.7857142857142865,1.0,1.0744047619047619,-1,0
1,1,2,9500,1,1,140.0,1,1,1,4,10,128.3,1,0,0,1,0,0,19,0,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,0,1,2,2,0,0,0.0,205.20000000000002,1.74,0.0,-11.699999999999989,1.0,7.0,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,12.764285714285714,14,2,0,0,0.0,0.875,0.911734693877551,0,0
1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,0,2,0,0,18,0,0.0,250.20000000000002,0.79,-0.0,-10.800000000000011,28.5,8.0,1.0,1.6,0.0,0.625,-3,0,0,0,1.0,1.2,0.0,0.8333333333333334,-1,0,-1.583333333333334,0,12.958333333333332,10,0,0,0,-1.583333333333334,1.0,1.2958333333333332,-4,0
1,1,2,171,1,1,136.0,1,39,1,3,4,134.3,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1,2,2,0,0,19,1.79,235.6,1.79,0.5,-1.6999999999999886,20.0,3.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,1,1,9500,1,1,132.0,1,19,1,9,5,123.4,0,0,0,1,0,1,18,0,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,0,1,0,0,18,0,0.0,199.79999999999998,2.02,0.0,-8.599999999999994,10.0,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,1.0790476190476177,1,15.143809523809521,15,0,0,0,0.0790476190476177,1.0,1.0095873015873014,-1,0
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,2,2,12,10,0,62,-0.92,502.2,-0.0,0.3,-11.399999999999991,29.0,4.0,0.0,1.4,0.0,0.0,-2,5,0,1,0.0,1.4,0.0,0.0,-2,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,-4,1
2,39,1,8014,0,19,100.0,1,1,19,1,5,130.0,0,0,1,1,0,1,33,0,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,1,2,1,1,33,33,-3.12,310.2,-3.12,-0.8,30.0,10.0,3.0,0.8333333333333334,1.5,0.0,0.5555555555555556,-3,1,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-1.333333333333334,1,13.166666666666668,11,1,0,0,-2.333333333333334,0.9166666666666666,1.196969696969697,-4,0
1,1,3,9500,1,1,137.0,1,19,38,7,7,126.5,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,0,2,0,0,19,0,-0.0,178.6,-3.12,-0.0,-10.5,28.5,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.0,0,13.57625,16,0,0,0,0.0,1.0,0.848515625,0,0
1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,0,2,0,0,18,0,-0.0,228.6,-1.7,0.0,6.699999999999989,38.0,7.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.6904761904761916,0,15.488095238095237,12,0,0,0,0.6904761904761916,1.0,1.290674603174603,-1,0
1,1,1,9147,1,1,160.0,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,0,0,2,2,0,0,0.0,174.79999999999998,0.32,0.0,-8.699999999999989,14.0,3.5,0.6,1.6,0.0,0.375,-3,2,0,0,1.0,1.6,0.0,0.625,-3,0,0.9333333333333336,2,11.133333333333333,8,2,0,0,-1.0666666666666664,0.8,1.3916666666666666,-6,0
1,17,1,9238,1,1,145.0,1,38,38,5,7,138.0,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,0,1,1,1,0,0,-0.0,188.0,-3.12,-0.0,-7.0,38.0,6.0,0.8333333333333334,1.8333333333333333,0.0,0.45454545454545453,-5,1,0,0,1.0,1.0,0.0,1.0,0,0,0.8000000000000007,1,11.6,11,1,0,0,-0.1999999999999993,0.9166666666666666,1.0545454545454545,-5,0
1,1,5,9500,1,1,137.0,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,-10.5,38.0,6.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.0,0,13.76375,16,0,0,0,0.0,1.0,0.860234375,0,0
1,1,1,9238,1,1,120.0,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,0,1,2,2,22,0,-0.0,279.4,-1.7,0.0,-7.700000000000003,28.5,5.5,0.8333333333333334,1.6666666666666667,0.0,0.5,-4,1,0,0,0.8333333333333334,1.6666666666666667,0.0,0.5,-4,1,1.4857142857142858,0,11.457142857142856,10,2,0,0,1.4857142857142858,0.8333333333333334,1.1457142857142855,-8,0
1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,9.4,-0.8,-3.12,1,2,0,0,0,20,-3.12,188.0,-3.12,-0.8,5.299999999999997,10.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-0.5,0,11.916666666666666,12,0,0,0,-0.5,1.0,0.9930555555555555,-1,0
1,7,1,9500,1,3,130.0,1,19,38,4,10,130.0,1,0,0,1,0,0,23,0,1,7,8,6,14.357142857142858,0,1,7,8,6,14.357142857142858,0,7.6,2.6,0.32,0,1,2,2,0,0,0.0,174.79999999999998,0.32,0.0,0.0,28.5,7.0,0.8571428571428571,1.1428571428571428,0.14285714285714285,0.75,-1,1,0,0,0.8571428571428571,1.1428571428571428,0.14285714285714285,0.75,-1,1,0.0,0,14.357142857142858,12,2,0,0,0.0,0.8571428571428571,1.1964285714285714,-2,0
1,17,2,9773,1,1,133.1,1,3,1,4,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,307.8,-0.92,0.0,-18.099999999999994,2.0,4.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.16666666666666785,0,12.75,12,0,0,0,-0.16666666666666785,1.0,1.0625,0,0
1,17,6,9500,1,1,150.0,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,10.8,1.4,1.74,0,1,2,2,0,0,0.0,205.20000000000002,1.74,0.0,-18.5,19.0,1.0,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,13.925714285714283,14,2,0,0,0.0,0.875,0.9946938775510202,0,0
1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,0,0,5,5,0,0,0.0,280.8,1.74,0.0,-7.3999999999999915,28.5,5.5,0.4,1.8,0.0,0.2222222222222222,-4,3,0,0,0.6,1.8,0.0,0.3333333333333333,-4,2,-1.0,1,11.5,5,5,0,0,-2.0,0.5,2.3,-8,1
1,1,6,9500,1,1,141.0,1,1,37,4,3,126.8,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,291.59999999999997,-0.92,0.0,-14.200000000000003,19.0,3.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,0.30158730158730407,1,13.593650793650792,15,0,0,0,-0.6984126984126959,1.0,0.9062433862433861,-1,0
1,18,1,9119,1,1,146.0,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0,1,10,9,0,0,-0.0,169.20000000000002,-3.12,-0.0,-13.599999999999994,19.0,7.0,0.2,1.0,0.0,0.2,0,4,0,0,0.0,1.0,0.0,0.0,0,5,-16.0,-1,8.0,1,9,0,1,-15.0,0.1,8.0,0,1
1,44,1,9003,1,39,150.0,1,38,37,9,9,150.0,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,324.0,-0.92,0.0,0.0,37.5,9.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.6666666666666667,0.0,0.6,-4,0,0.07499999999999929,0,13.1625,12,0,0,0,0.07499999999999929,1.0,1.096875,-6,0
1,1,1,9670,1,1,133.1,1,3,1,4,4,95.0,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0,0,14,12,0,0,-0.0,294.5,-4.06,0.0,-38.099999999999994,2.0,4.0,0.0,1.1666666666666667,0.0,0.0,-1,6,0,1,0.0,1.0,0.0,0.0,0,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,-1,1
1,43,1,9991,0,1,120.0,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,1,1,4,4,0,32,0.0,345.6,0.0,0.0,8.199999999999989,37.0,9.0,0.5555555555555556,1.0,0.5555555555555556,0.5555555555555556,0,4,0,0,1.0,1.0,1.0,1.0,0,0,-0.40000000000000036,-1,11.2,9,4,0,0,0.5999999999999996,0.6923076923076923,1.2444444444444445,0,1
2,39,1,9130,1,1,150.0,1,19,19,4,4,130.0,0,0,0,0,1,0,31,0,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,1,1,4,4,0,31,-0.0,291.40000000000003,-0.0,-0.0,-20.0,19.0,4.0,0.5,3.0,0.0,0.16666666666666666,-8,2,0,0,0.6,1.8,0.0,0.3333333333333333,-4,2,0.6666666666666661,1,11.333333333333332,5,4,0,0,-0.3333333333333339,0.5555555555555556,2.2666666666666666,-12,1
