test_index,archetype_id,archetype_label,dropout_probability,true_label
961,3,Low-Risk: Demographics,0.033408994602063716,0
962,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
963,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
964,3,Low-Risk: Demographics,0.005088892453690513,0
965,3,Low-Risk: Demographics,0.5001094227347945,0
966,2,High-Risk: 2nd-Semester + 1st-Semester,0.4011342922375835,1
967,2,High-Risk: 2nd-Semester + 1st-Semester,0.33855304938422076,0
968,3,Low-Risk: Demographics,0.005304819451369526,0
969,3,Low-Risk: Demographics,0.005308036886900704,0
970,2,High-Risk: 2nd-Semester + 1st-Semester,0.8461052153795737,0
971,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
972,3,Low-Risk: Demographics,0.006198996237198906,0
973,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
974,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
975,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
976,3,Low-Risk: Demographics,0.7535357814794803,1
977,3,Low-Risk: Demographics,0.5279179809975453,1
978,3,Low-Risk: Demographics,0.005088892453690513,0
979,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
980,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
981,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
982,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
983,1,High-Risk: 2nd-Semester + Financial/Macro,0.99701850385194,1
984,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
985,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
986,3,Low-Risk: Demographics,0.006558988899366183,0
987,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
988,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
989,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
990,3,Low-Risk: Demographics,0.006620328360378294,0
991,3,Low-Risk: Demographics,0.6171575850708098,1
992,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
993,3,Low-Risk: Demographics,0.6439226124063928,1
994,3,Low-Risk: Demographics,0.010512206433716755,0
995,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
996,3,Low-Risk: Demographics,0.011734257922614375,0
997,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
998,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
999,2,High-Risk: 2nd-Semester + 1st-Semester,0.013517238800192007,0
1000,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1001,3,Low-Risk: Demographics,0.01830988564862988,0
1002,2,High-Risk: 2nd-Semester + 1st-Semester,0.6922809353611966,1
1003,3,Low-Risk: Demographics,0.005088892453690513,0
1004,3,Low-Risk: Demographics,0.005471009654343618,0
1005,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1006,3,Low-Risk: Demographics,0.039457629425211214,0
1007,3,Low-Risk: Demographics,0.005042879049975381,0
1008,3,Low-Risk: Demographics,0.0138997448814487,0
1009,3,Low-Risk: Demographics,0.0053532100529695495,0
1010,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
1011,3,Low-Risk: Demographics,0.8081564044155429,0
1012,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1013,1,High-Risk: 2nd-Semester + Financial/Macro,0.99701850385194,1
1014,1,High-Risk: 2nd-Semester + Financial/Macro,0.9161772010933332,1
1015,3,Low-Risk: Demographics,0.005308036886900704,0
1016,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1017,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1018,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1019,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1020,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1021,3,Low-Risk: Demographics,0.010269729501432836,0
1022,2,High-Risk: 2nd-Semester + 1st-Semester,0.574037654985316,0
1023,3,Low-Risk: Demographics,0.33855304938422076,0
1024,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1025,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1026,3,Low-Risk: Demographics,0.005088892453690513,0
1027,3,Low-Risk: Demographics,0.006452685788239474,0
1028,2,High-Risk: 2nd-Semester + 1st-Semester,0.9965642748356166,1
1029,3,Low-Risk: Demographics,0.15428041377344762,0
1030,3,Low-Risk: Demographics,0.01106323593670134,0
1031,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1032,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1033,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1034,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1035,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1036,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1037,3,Low-Risk: Demographics,0.2052581094304925,1
1038,3,Low-Risk: Demographics,0.0062439542613680265,0
1039,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1040,3,Low-Risk: Demographics,0.005088892453690513,0
1041,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1042,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1043,1,High-Risk: 2nd-Semester + Financial/Macro,0.9802942575711732,1
1044,3,Low-Risk: Demographics,0.27129387107895975,0
1045,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1046,3,Low-Risk: Demographics,0.09783226764526091,0
1047,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1048,3,Low-Risk: Demographics,0.030599694465503605,0
1049,3,Low-Risk: Demographics,0.005042879049975381,0
1050,3,Low-Risk: Demographics,0.0066634397756374026,0
1051,3,Low-Risk: Demographics,0.09121557610433546,0
1052,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1053,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1054,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1055,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1056,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1057,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1058,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1059,3,Low-Risk: Demographics,0.005088892453690513,0
1060,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1061,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1062,3,Low-Risk: Demographics,0.058904653000035966,0
1063,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1064,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1065,3,Low-Risk: Demographics,0.005304819451369526,0
1066,3,Low-Risk: Demographics,0.03012389559599116,0
1067,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1068,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1069,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1070,3,Low-Risk: Demographics,0.9692707620521354,1
1071,3,Low-Risk: Demographics,0.005042879049975381,0
1072,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1073,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1074,3,Low-Risk: Demographics,0.005088892453690513,0
1075,3,Low-Risk: Demographics,0.06779038835397533,0
1076,3,Low-Risk: Demographics,0.005042879049975381,0
1077,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1078,3,Low-Risk: Demographics,0.005530662509226036,0
1079,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1080,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1081,3,Low-Risk: Demographics,0.01440355461147859,0
1082,3,Low-Risk: Demographics,0.005530662509226036,0
1083,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1084,3,Low-Risk: Demographics,0.06779038835397533,0
1085,3,Low-Risk: Demographics,0.009469757063400145,0
1086,3,Low-Risk: Demographics,0.006488487794797277,0
1087,3,Low-Risk: Demographics,0.08654875966590733,0
1088,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1089,3,Low-Risk: Demographics,0.06826505327600643,0
1090,3,Low-Risk: Demographics,0.3216591460367224,0
1091,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1092,3,Low-Risk: Demographics,0.005088892453690513,0
1093,3,Low-Risk: Demographics,0.007393091524112268,0
1094,3,Low-Risk: Demographics,0.005088892453690513,0
1095,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1096,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1097,2,High-Risk: 2nd-Semester + 1st-Semester,0.43986199811122456,1
1098,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1099,3,Low-Risk: Demographics,0.006103946373095007,0
1100,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1101,2,High-Risk: 2nd-Semester + 1st-Semester,0.28248464065918766,1
1102,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1103,3,Low-Risk: Demographics,0.07102932675464392,0
1104,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1105,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1106,3,Low-Risk: Demographics,0.005088892453690513,0
1107,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1108,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1109,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1110,2,High-Risk: 2nd-Semester + 1st-Semester,0.5191513246682492,1
1111,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1112,3,Low-Risk: Demographics,0.00953715459590711,0
1113,3,Low-Risk: Demographics,0.8156891836457015,1
1114,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1115,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1116,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1117,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1118,3,Low-Risk: Demographics,0.746333583305624,1
1119,3,Low-Risk: Demographics,0.015610395908672033,0
1120,3,Low-Risk: Demographics,0.10255960771153637,0
1121,1,High-Risk: 2nd-Semester + Financial/Macro,0.9970850087115664,1
1122,2,High-Risk: 2nd-Semester + 1st-Semester,0.8498104554367726,1
1123,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1124,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1125,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1126,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1127,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1128,1,High-Risk: 2nd-Semester + Financial/Macro,0.9870938629493182,1
1129,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
1130,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1131,3,Low-Risk: Demographics,0.5029174782548628,1
1132,3,Low-Risk: Demographics,0.005304819451369526,0
1133,3,Low-Risk: Demographics,0.006828696370570251,0
1134,3,Low-Risk: Demographics,0.005530662509226036,0
1135,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1136,3,Low-Risk: Demographics,0.005088892453690513,0
1137,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1138,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1139,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1140,3,Low-Risk: Demographics,0.006495539966671498,0
1141,3,Low-Risk: Demographics,0.09121557610433546,0
1142,3,Low-Risk: Demographics,0.037136999552235074,0
1143,3,Low-Risk: Demographics,0.24384907432240285,0
1144,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1145,3,Low-Risk: Demographics,0.006035363177142487,0
1146,3,Low-Risk: Demographics,0.005530662509226036,0
1147,3,Low-Risk: Demographics,0.008350266926331654,0
1148,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1149,3,Low-Risk: Demographics,0.005308036886900704,0
1150,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1151,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1152,3,Low-Risk: Demographics,0.005088892453690513,0
1153,3,Low-Risk: Demographics,0.005220870864996525,0
1154,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1155,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1156,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1157,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1158,3,Low-Risk: Demographics,0.6806644844410779,1
1159,1,High-Risk: 2nd-Semester + Financial/Macro,0.996592727361068,1
1160,3,Low-Risk: Demographics,0.04343501413321087,0
1161,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1162,2,High-Risk: 2nd-Semester + 1st-Semester,0.9746225796721971,1
1163,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1164,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1165,3,Low-Risk: Demographics,0.005520907829915819,0
1166,1,High-Risk: 2nd-Semester + Financial/Macro,0.9960147963472769,1
1167,1,High-Risk: 2nd-Semester + Financial/Macro,0.12688631674610318,0
1168,0,Low-Risk: Course/Family + Academic Preparation,0.9801546726923535,1
1169,3,Low-Risk: Demographics,0.005088892453690513,0
1170,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1171,3,Low-Risk: Demographics,0.005308036886900704,0
1172,3,Low-Risk: Demographics,0.17987755216925919,0
1173,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1174,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1175,3,Low-Risk: Demographics,0.006296471078240071,0
1176,3,Low-Risk: Demographics,0.006139402169404501,0
1177,3,Low-Risk: Demographics,0.1189106235049186,0
1178,3,Low-Risk: Demographics,0.33855304938422076,1
1179,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1180,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1181,3,Low-Risk: Demographics,0.2999896645260245,0
1182,3,Low-Risk: Demographics,0.0061643322026037105,0
1183,3,Low-Risk: Demographics,0.26241829602841477,1
1184,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1185,3,Low-Risk: Demographics,0.005901480035669132,0
1186,3,Low-Risk: Demographics,0.005530662509226036,0
1187,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1188,3,Low-Risk: Demographics,0.006692098782758844,0
1189,3,Low-Risk: Demographics,0.11428058410088406,0
1190,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1191,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
1192,3,Low-Risk: Demographics,0.8303692977220771,1
1193,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1194,2,High-Risk: 2nd-Semester + 1st-Semester,0.9414856090167998,1
1195,3,Low-Risk: Demographics,0.015379138593990089,0
1196,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1197,1,High-Risk: 2nd-Semester + Financial/Macro,0.9950000570933021,1
1198,3,Low-Risk: Demographics,0.005824878261130558,0
1199,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1200,3,Low-Risk: Demographics,0.006614137782357379,0
1201,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1202,3,Low-Risk: Demographics,0.005042879049975381,0
1203,3,Low-Risk: Demographics,0.005308036886900704,0
1204,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1205,3,Low-Risk: Demographics,0.005088892453690513,0
1206,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1207,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1208,3,Low-Risk: Demographics,0.005088892453690513,0
1209,2,High-Risk: 2nd-Semester + 1st-Semester,0.8834921313239485,1
1210,3,Low-Risk: Demographics,0.005530662509226036,0
1211,3,Low-Risk: Demographics,0.13035182320548222,0
1212,3,Low-Risk: Demographics,0.005304819451369526,0
1213,3,Low-Risk: Demographics,0.005088892453690513,0
1214,3,Low-Risk: Demographics,0.41021717237366945,0
1215,1,High-Risk: 2nd-Semester + Financial/Macro,0.9965422886656413,1
1216,3,Low-Risk: Demographics,0.11202322505755202,0
1217,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1218,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1219,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1220,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1221,3,Low-Risk: Demographics,0.03213368093928603,0
1222,3,Low-Risk: Demographics,0.005530662509226036,0
1223,3,Low-Risk: Demographics,0.995781905472791,1
1224,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1225,3,Low-Risk: Demographics,0.005088892453690513,0
1226,3,Low-Risk: Demographics,0.006035363177142487,0
1227,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1228,3,Low-Risk: Demographics,0.3216591460367224,0
1229,3,Low-Risk: Demographics,0.005088892453690513,0
1230,3,Low-Risk: Demographics,0.009634662253680315,0
1231,3,Low-Risk: Demographics,0.005042879049975381,0
1232,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1233,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1234,3,Low-Risk: Demographics,0.005530662509226036,0
1235,3,Low-Risk: Demographics,0.005042879049975381,0
1236,3,Low-Risk: Demographics,0.006086395342370742,0
1237,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1238,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1239,3,Low-Risk: Demographics,0.14287069138607966,0
1240,3,Low-Risk: Demographics,0.36156930862385894,0
1241,3,Low-Risk: Demographics,0.5522116010231355,0
1242,3,Low-Risk: Demographics,0.8255522069133412,0
1243,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1244,3,Low-Risk: Demographics,0.005530662509226036,0
1245,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1246,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1247,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1248,3,Low-Risk: Demographics,0.006218653200379829,0
1249,3,Low-Risk: Demographics,0.006001373229310781,0
1250,2,High-Risk: 2nd-Semester + 1st-Semester,0.9965642748356166,1
1251,3,Low-Risk: Demographics,0.005308036886900704,0
1252,3,Low-Risk: Demographics,0.005088892453690513,0
1253,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1254,3,Low-Risk: Demographics,0.00570604866051057,0
1255,3,Low-Risk: Demographics,0.005088892453690513,0
1256,3,Low-Risk: Demographics,0.005042879049975381,0
1257,3,Low-Risk: Demographics,0.016446809400289166,0
1258,3,Low-Risk: Demographics,0.006620328360378294,0
1259,3,Low-Risk: Demographics,0.005088892453690513,0
1260,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1261,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1262,3,Low-Risk: Demographics,0.015136310912759519,0
1263,3,Low-Risk: Demographics,0.005042879049975381,0
1264,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1265,3,Low-Risk: Demographics,0.03186139378005372,0
1266,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1267,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1268,2,High-Risk: 2nd-Semester + 1st-Semester,0.33855304938422076,0
1269,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1270,2,High-Risk: 2nd-Semester + 1st-Semester,0.949757100592626,1
1271,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1272,3,Low-Risk: Demographics,0.005471009654343618,0
1273,3,Low-Risk: Demographics,0.40725172955148514,1
1274,3,Low-Risk: Demographics,0.005088892453690513,0
1275,3,Low-Risk: Demographics,0.07409696437224424,0
1276,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1277,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1278,1,High-Risk: 2nd-Semester + Financial/Macro,0.9965422886656413,1
1279,3,Low-Risk: Demographics,0.005362540239043217,0
1280,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1281,2,High-Risk: 2nd-Semester + 1st-Semester,0.4256671262092558,1
1282,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
1283,3,Low-Risk: Demographics,0.010022039139333087,0
1284,3,Low-Risk: Demographics,0.005088892453690513,0
1285,3,Low-Risk: Demographics,0.005088892453690513,0
1286,1,High-Risk: 2nd-Semester + Financial/Macro,0.9965422886656413,1
1287,3,Low-Risk: Demographics,0.13454906249036946,0
1288,3,Low-Risk: Demographics,0.35870607901802315,1
1289,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1290,2,High-Risk: 2nd-Semester + 1st-Semester,0.8294581184712552,1
1291,3,Low-Risk: Demographics,0.01106323593670134,0
1292,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1293,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
1294,3,Low-Risk: Demographics,0.005042879049975381,0
1295,3,Low-Risk: Demographics,0.005088892453690513,0
1296,1,High-Risk: 2nd-Semester + Financial/Macro,0.99701850385194,1
1297,3,Low-Risk: Demographics,0.07152493049659103,0
1298,1,High-Risk: 2nd-Semester + Financial/Macro,0.9403364433995821,1
1299,3,Low-Risk: Demographics,0.5062392774227016,1
1300,3,Low-Risk: Demographics,0.4368051023438997,1
1301,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1302,3,Low-Risk: Demographics,0.028641213955407568,0
1303,3,Low-Risk: Demographics,0.005308036886900704,0
1304,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1305,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1306,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1307,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1308,3,Low-Risk: Demographics,0.05561503945557995,0
1309,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1310,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1311,1,High-Risk: 2nd-Semester + Financial/Macro,0.746333583305624,1
1312,3,Low-Risk: Demographics,0.013653366645280926,0
1313,3,Low-Risk: Demographics,0.006054504422463651,0
1314,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1315,3,Low-Risk: Demographics,0.005088892453690513,0
1316,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1317,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1318,1,High-Risk: 2nd-Semester + Financial/Macro,0.9965422886656413,1
1319,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1320,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1321,3,Low-Risk: Demographics,0.005530662509226036,0
1322,3,Low-Risk: Demographics,0.005088892453690513,0
1323,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1324,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1325,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1326,3,Low-Risk: Demographics,0.01106323593670134,0
1327,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1328,3,Low-Risk: Demographics,0.007562443896653648,0
1329,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1330,3,Low-Risk: Demographics,0.006620328360378294,0
1331,1,High-Risk: 2nd-Semester + Financial/Macro,0.9964659644348448,1
1332,3,Low-Risk: Demographics,0.006169005301221492,0
1333,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1334,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1335,3,Low-Risk: Demographics,0.005792540185205954,0
1336,3,Low-Risk: Demographics,0.005885283752465461,0
1337,3,Low-Risk: Demographics,0.007027609817755168,0
1338,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1339,3,Low-Risk: Demographics,0.005841531221149674,0
1340,3,Low-Risk: Demographics,0.026953452841954634,0
1341,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1342,3,Low-Risk: Demographics,0.006090377001042299,0
1343,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1344,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1345,2,High-Risk: 2nd-Semester + 1st-Semester,0.7650650104423011,1
1346,3,Low-Risk: Demographics,0.005088892453690513,0
1347,3,Low-Risk: Demographics,0.13658466918399337,0
1348,2,High-Risk: 2nd-Semester + 1st-Semester,0.99652168702486,1
1349,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1350,3,Low-Risk: Demographics,0.005999940758174054,0
1351,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1352,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1353,3,Low-Risk: Demographics,0.005308036886900704,0
1354,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1355,3,Low-Risk: Demographics,0.005304819451369526,0
1356,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1357,3,Low-Risk: Demographics,0.34691852642880416,0
1358,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1359,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1360,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
1361,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1362,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1363,3,Low-Risk: Demographics,0.006120622570725658,0
1364,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1365,3,Low-Risk: Demographics,0.009469757063400145,0
1366,3,Low-Risk: Demographics,0.48500692304983073,1
1367,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
1368,3,Low-Risk: Demographics,0.005304819451369526,0
1369,3,Low-Risk: Demographics,0.0064270802571389715,0
1370,3,Low-Risk: Demographics,0.6176201727737547,1
1371,3,Low-Risk: Demographics,0.007521866461648472,0
1372,3,Low-Risk: Demographics,0.10148373430879613,0
1373,3,Low-Risk: Demographics,0.09170516018615361,0
